VendorId,VendorName,Inactive
149,AUTOBODY TOOL MART.COM,0
150,AUTOMATED FILING SYSTEM,0
151,AUTOWORKS OF BAKER,0
152,AUTOZONE,0
153,AUTOZONE (BOGALUSA),0
154,AVOYELLES HOSPITAL,0
155,AW OUTDOOR,0
156,AW OUTDOORS,0
157,AXON TASER INTERNATIONAL,0
158,AZTEC,0
159,BACK FLOW PREVENTION,0
160,BAD BOY LAWN MOWER PARTS,0
161,BADBOY MOWER,0
162,BADGE PASS,0
163,BADGEPASS,0
164,"BADGEPASS, INC",0
165,BAHAM PORTABLES,0
166,BAHAM PORTABLES - VOTECH,0
167,BAHAM'S PORTABLES,0
168,BAILEY CABLE,0
169,BAKER TEXACO,0
170,BANGOR CORK,0
171,BANK OF AMERICA,0
172,BANK OF AMERICA/AMAZON,0
173,BANNER FORD,0
174,BARBERMALL.COM,0
175,BARBER'S HARDWARE,0
176,BASS CONCRETE,0
177,BASS PRO,0
178,BATON ROUGE INDUSTRIES,0
179,BATON ROUGE PARKING,0
180,BATON ROUGE POLICE SUPPLIES,0
181,BATON ROUGE POLICE SUPPLY,0
182,BATON ROUGE POLICE SUPPY,0
183,BATON ROUGE RADIOLOGY,0
184,BATON ROUGE RADIOLOGY GROUP,0
185,BATON ROUGE SEWER & DRAIN,0
186,BATON ROUGE SEWER / ROTOR ROOTER,0
187,BATON ROUGE WATER CO.,0
188,BATTERY DEPOT,0
189,BATTLE STELL,0
190,BAY PEST CONTROL COMPANY,0
191,BAYOU KUBOTA,0
192,BAYOU LACOMB,0
193,BAYOU MOSQUITO,0
194,BAYOU RAPIDES CORPORATION,0
195,BAYOU READY MIX,0
196,BAYOU ROBERT CO-OP,0
197,BEAR INDUSTRIES,0
198,BEARCOM,0
199,BEARING DIRECT,0
200,BEHAVIORAL HEALTH,0
201,BELL FENCE,0
202,BELT CENTER,0
203,BEN E KEITH,0
204,BEN E KEITH DFW,0
205,BEN E KEITH FOOD SERVICE,0
206,BEN E KEITH FOOD SERVICES,0
207,BEN E. KEITH,0
208,BENCHMARK SAFETY,0
209,BENOIT FORD,0
210,BENOIT NISSIAN,0
211,BERNHARD,0
212,BERNICE PHARMACY,0
213,BEST BUY,0
214,BEST WESTERN,0
215,BEST WESTERN ST. FRANCISVILLE,0
216,BESY BUY,0
217,BETH FLORENTINE,0
218,BIANCA BROOKS,0
219,BILL HOOD AUTOMOTIVE,0
220,BILLY FRAZIER #128318,0
221,BILLY'S LLC,0
222,BIMBO,0
223,BIMBO BAKERIES,0
224,BIMBO BAKERIES - CANTEEN,0
225,BIMBO BAKERY,0
226,BIO MEDICAL APPLICATIONS OF LA,0
227,BIOLOGICS,0
228,BIOLOGICS SPECIALTY PHARMACY,0
229,BIOMEDICAL / FRESENIUS,0
230,BIOMEDICAL WASTE SOLUTIONS,0
231,BIOMEDICAL/ FRESENIUS,0
232,BK AUSTIN ELECTRIC,0
233,BK DISTRIBUTERS,0
234,BK DISTRIBUTORS,0
235,BLACKBIRD INVESTMENTS,0
236,BLANDON SMITH,0
237,BLICK ART MATERIALS,0
238,BLIND.COM,0
239,BLINDS.COM,0
240,BLUE BELL,0
241,BLUE BELL CREAMERIES,0
242,BLUEBELL,0
243,BOARD OF SUPERVISORS OF LSU,0
244,BOAT CITY USA,0
245,BOB BAKER,0
246,BOB BARKER,0
247,BOB BARKER COMPANY,0
248,BOBBARKER,0
249,BOCA SYSTEMS,0
250,BODY PARTS ORTHOTICS,0
251,BOGALUSA LUMBER COMPANY,0
252,BOOMTOWN,0
253,BORDEN DAIRY,0
254,BORDEN DAIRY CO,0
255,BORDEN DAIRY CO.,0
256,BORDEN DAIRY COMPANY,0
257,BOSS LASER,0
258,BOUND TREE MEDICAL,0
259,BOZEMAN,0
260,BR POLICE SUPPLIES,0
261,BR POLICE SUPPLY,0
262,BR RADIOLOGY,0
263,BR WELDING SUPPLY,0
264,BRADNEY (CHASE) ROGERS,0
265,BRAINCHILD,0
266,"BRASH PROPERTY MANAGEMENT, LLC",0
267,BRIAN GAUTHIER,0
268,BRIAN GREMILLION,0
269,BRIAN PENNISON,0
270,BRIGGS,0
271,BRIGGS HEALTHCARE,0
272,BRIGHTSPEED,0
273,BRITTANY MOORE,0
274,BRITTNEY SELF,0
275,BROADMOOR GARAGE,0
276,BROOKSHIRES,0
277,BROWN RADIATOR & ALIGNMENT,0
278,"BROWNELLS, INC",0
279,BSN SPORTS,0
280,BUBBA DUNN FARM,0
281,BUFFALO ELECTRIC,0
282,BUMPER TO BUMPER,0
283,BURN TABLES,0
284,BUTLER SNOW,0
285,BUTLER SNOW LLP,0
286,BWI,0
287,BWI JACKSON,0
288,C & C NOTEL,0
289,C&C BIO TREATMENT INC.,0
290,C&T BODY & FRAME,0
291,CABELAS,0
292,CABELA'S,0
293,CAESARS PALACE,0
294,CAJUN PEST CONTROL,0
295,CALERO,0
296,CALL ONE,0
297,CANTEEN,0
298,CANVA,0
299,CAPITAL AREA GROUND WATER,0
300,CAPITAL AREA GROUNDWATER,0
301,CAPITAL AREA VET,0
302,CAPITAL CAMPERS,0
303,CAPITAL CITY PRESS,0
304,CAPITAL CITY PRODUCE,0
305,CAPITAL PAINT,0
306,CAPITAL PAINT SUPPLY,0
307,CAPITOL GLASS,0
308,CAPTAL GLASS,0
309,CAR CRAFT,0
310,CARAHSOFT TECHNOLOGY,0
311,CARDIONET,0
312,CAREVET LLC,0
313,CARMEN SHIPLEY,0
314,CARRIER CORP,0
315,"CARROLL'S WELDING, FABRICATION & REPAIR, LLC",0
316,CARROT-TOP IND.,0
317,CC LYNCH,0
318,CCLYNCH & ASSOCIATES,0
319,CEA,0
320,CED,0
321,CED BATON ROUGE,0
322,CELLCO (VERIZON),0
323,CELLCO PARTNERSHIP VERIZON WIRELESS,0
324,CELLCO/VERIZON,0
325,CENLA ENVIRONMENTAL,0
326,CENLA ENVIRONMENTAL SCIENCE,0
327,CENTRAL RESTAURANT,0
328,CENTRAL TRAILER SALES,0
329,CHABILL'S,0
330,CHAIN LINK FITTINGS,0
331,CHANDLER,0
332,CHANDLERS,0
333,CHANDLER'S,0
334,CHANDLER'S PARTS AND SERVICE,0
335,CHANDLERS PARTS AND SERVICES,0
336,CHANDLER'S PARTS AND SERVICES,0
337,CHANGE HEALTH CARE,0
338,CHARLES BARKEMEYER,0
339,CHARLES BARKEYMER,0
340,CHARLES HORNSBY,0
341,CHARLES NETTERVILLE,0
342,CHARLES ROMERO,0
343,CHARM TEX,0
344,CHARMTEX,0
345,CHARM-TEX,0
346,CHELSEA JONES,0
347,CHIQUITA MCQUIRTER,0
348,CHOCTAW PROVISION,0
349,CHOCTAW PROVISIONS / OLD RIVER OPER,0
350,CHRIS L BOWMAN,0
351,CHRISTA CAIN,0
352,"CHRISTIAN CHAPLAINS & COACHING, INC",0
353,CHRISTIAN CHAPLAINS AND COACHING,0
354,CHRISTIANBOOK,0
355,CHRISTOPHER JOHNSON,0
356,CHRISTOPHERSON,0
357,CHRISTOPHERSON BUSINESS TRAVEL,0
358,CHRISTOPHERSON TRAVEL,0
359,CHUCKY TILLIS,0
360,CINTAS,0
361,CINTAS CORP #2,0
362,CINTAS FIRST AID & SAFETY,0
363,CINTAS UNIFORM RENTALS,0
364,CIS SUPPLY,0
365,CITY OF BATON ROUGE,0
366,CITY OF ST. GABRIEL,0
367,CITY OF TALLULAH,0
368,CIVIC RESEARCH INSTITUTE,0
369,CIVIL SERVICE,0
370,CLAIBORNE ELECTRIC CO-OP,0
371,CLAIBORNE PHARMACY,0
372,CLARISSA WATTS,0
373,CLECO,0
374,CLECO POWER,0
375,CLERK OF COURT,0
376,CLIFTON GREMILLION,0
377,CLINICAL EQUIPMENT,0
378,CLINTON ANIMAL HOSPITAL,0
379,CMMS DATA GROUP,0
380,COASTAL FOOT CLINIC,0
381,COASTAL FOOT CLINIC PALECKI,0
382,COASTAL FOOT CLINIC PC,0
383,COBURN,0
384,COBURN SUPPLY,0
385,COBURNS,0
386,COBURNS SUPPLY,0
387,COCA COLA,0
388,COCA COLA BOTTLING,0
389,COCA COLA BOTTLING COMPANY,0
390,COCACOLA,0
391,COCA-COLA,0
392,COLE GOODE,0
393,COLEMAN EQUIPMENT,0
394,COLLISION SOLUTIONS,0
395,COMBINED SYSTEMS,0
396,COMFORT INN,0
397,COMFORT INN WEST MONROE,0
398,COMFORT SUITES MONROE,0
399,COMMUNICATIONS INTERNATIONAL,0
400,COMMUNITY COFFEE,0
401,COMPUMED,0
402,CONCEPT ELECTRONICS,0
403,CONCORDANCE HEALTHCARE,0
404,CONCORDANCE HEALTHCARE SOLUTIONS,0
405,CONCORDIA PARISH SHERIFF'S OFFICE,0
406,CONNIE WOODS,0
407,CONSOLIDATED FLEET,0
408,CONSTANT CONTACT,0
409,CONTINENTAL CEMENT,0
410,COOK HOTEL,0
411,COOKS,0
412,COOK'S,0
413,COOK'S CORRECTIONAL SUPPLY,0
414,COOKS DIRECT,0
415,COOK'S DIRECT,0
416,COPSPLUS.COM,0
417,CORNERSTONE DETENTION PRODUCTS,0
418,CORNORSTONE DETENTION CENTER,0
419,CORONER OF EAST FELICIANA,0
420,CORRECTCARE,0
421,CORRECTIONAL COUNSELING INSTITUTE,0
422,COTTAGE CRAFT WORKS,0
423,COUBURN'S NORTHSHORE,0
424,COUNCIL ON ALCOHOL AND DRUG ABUSE,0
425,COUNTRY CAT,0
426,COURREGE CONSULTING GROUP,0
427,COURTESY AUTOMOTIVE,0
428,COURTESY FORD,0
429,"COURTESY FORD, ST. MARTIN PARISH ACQ",0
430,COURTNEY JOSEPH,0
431,COURTYARD MARRIOTT,0
432,COURTYARD NEW ORLEANS,0
433,COVINGTON BODY SHOP,0
434,COX,0
435,COX COMMUNICATIONS,0
436,CPAPSTORE.COM,0
437,CPAPSTOREUSA.COM,0
438,CRAFT MASTER HARDWARE,0
439,CRAFTMASTER,0
440,CRAFTMASTER HARDWARE,0
441,CRAFTMASTERS HARDWARE,0
442,CRAIN TRACTOR AND EQUIPMENT,0
443,CRAWLER SUPPLY,0
444,CREDIT,0
445,CRITICAL MENTION,0
446,CROWN TROPHY,0
447,CRYSTAL BROWN,0
448,"CULBERTSON CONTRACTORS, LLC",0
449,CULTIV8 CREATIVE,0
450,CUMMINS SALES & SERVICE,0
451,CURASCRIPT,0
452,CURIO HOTEL,0
453,CURTIS ENVIRONMENT,0
454,CURTIS ENVIRONMENTAL SERVICE,0
455,CURTIS FREEMAN,0
456,CURTIS FREMIN,0
457,CUSTOM HEALTHCARE SOLUTIONS,0
458,CW LANE,0
459,CYNTHIA MILLER,0
460,CYNTHIA PARK,0
461,D & C X-RAY SERVICES,0
462,D & M SUPPLY,0
463,"D B B, INC",0
464,D&H MEDICAL SUPPLY,0
465,D&M SUPPLY,0
466,D. O. FUSSELL CONTRACTING,0
467,DAC VISION,0
468,DALLASGENERALWAREHOUSE,0
469,DANA SAFETY SUPPLY,0
470,DANIEL BARRAS,0
471,DANIEL NALEPA,0
472,D'ANNA LAWTON,0
473,DANNY BARRAS,0
474,DARLA KLING,0
475,DARM COMMMERICAL,0
476,DAVE WILLIAMS DENTAL,0
477,DAVID DAVIS,0
478,DAVIS PRODUCTS,0
479,DAVIS SALES COMPANY,0
480,DEBBIE WEATHERFORD,0
481,DEBRA ALLEN-THOMAS,0
482,DEBRA SHARKEY,0
483,DECTA CHEM,0
484,DEFENSE TECHNOLOGY,0
485,DEFENSIVE TRAINING,0
486,DELL,0
487,DELL COMPUTER,0
488,DELLANIO TIBBS,0
489,DELTA AIRLINE,0
490,DELTA CONSOLIDATED,0
491,DELTA GROH,0
492,DELTA PROCESS EQUIPMENT,0
493,DELTA TIRE,0
494,DEMCO,0
495,DENISE DOVE ROBINETT,0
496,DEPARTMENT OF ENVIRONMENTAL QUALITY,0
497,DEPT LABOR,0
498,DEPT OF CIVIL SERVICE,0
499,DEPT OF LABOR - LA WORKFORCE COMMISSION,0
500,DEPT OF PUBLIC SAFETY,0
501,DEQ,0
502,DEQ - DEPT OF ENVIRONMENTAL QUALITY,0
503,DESIGN SPECIALTIES,0
504,DESIGN SPECIALTY,0
505,DESIGN SPECILATIES,0
506,DETECHTACHEM,0
507,DETECTACHEM INC.,0
508,"DETECTACHEM, INC.",0
509,DETECTACHEM.COM,0
510,DETECTCHEM.COM,0
511,DF SUPPLY,0
512,DHH,0
513,"DHH, DEPT OF HEALTH",0
514,DIANNE WALKER,0
515,DIER LLC STRATEGIC MARKETING SOLUTIONS,0
516,DIESEL PARTS DIRECT,0
517,DILIGENT CORPORATION,0
518,DIRECT TV,0
519,DIRECTV,0
520,DISCOVERY BIBLE,0
521,DIXIE ART AIRBRUSH,0
522,DIXIE INDUSTRIAL SUPPLY,0
523,DJI,0
524,DOA,0
525,DOA/ORM,0
526,DOA/ORM (RISK MGMT),0
527,DOA/OSP,0
528,DOA/OTS,0
529,DOC HDQS,0
530,DOC HDQT,0
531,DOC HEADQUARTERS,0
532,DOC/P&P,0
533,DOCUSIGN,0
534,DOGGETT,0
535,DOLLAR GENERAL,0
536,DONALD HUNTER,0
537,DOORKING,0
538,DOPSC,0
539,DOTTIE,0
540,DOTTIE SYSTEM,0
541,DOUBLE R WELDING,0
542,DOUBLE TREE,0
543,DOUBLETREE,0
544,DOUG ASHY,0
545,DOULAS PARKING,0
546,DOWN SOUTH HYDROSEEDING,0
547,DPC,0
548,DPS HDQ CAFETERIA,0
549,DPS&C,0
550,DR. ARMSTRONG,0
551,DR. BRENT MADERE DDS,0
552,DR. GREGORY SEAL,0
553,DR. LOTT,0
554,DR. STEPHEN WARREN,0
555,DRAGONAIRE,0
556,DRAMIAN CROCKETT,0
557,DRC SHELF CUSTOMER SERVICE,0
558,DRUCO LUMBER,0
559,DUCOTE'S RESTAURANT EQUIP,0
560,DUGMORE AND DUNCAN,0
561,DUPRE PRINTING,0
562,DURACABLE,0
563,EAGLE,0
564,EAGLE CMP,0
565,EAGLE CMP SERVICES,0
566,EAGLE CONSULTING,0
567,"EAGLE CONSULTING, MANAGEMENT & PROCUREMENT SERVICE",0
568,EARL ROY,0
569,EAST FELICIANA RURAL WATER,0
570,EAST LA STATE MENTAL HOSPITAL,0
571,EBAY,0
572,E-CEPTIONIST,0
573,ECONOMICAL JANITORIAL,0
574,ECONOMICAL JANITORIAL & PAPER SUPPLIES,0
575,ECONOMICAL JANITORIAL & PAPER SUPPLIES LLC,0
576,ECOTENSIL.COM,0
577,EDNA VANESSA MENDEL,0
578,ED'S SUPPLY,0
579,EDWARD LYTLE,0
580,EDWARD MCDOWELL,0
581,EETC,0
582,EFPSO,0
583,EGGS,0
584,ELECTRIC SCOOTER PARTS,0
585,"ELITE K-9, INC",0
586,ELIZABETH TIGNER,0
587,ELLIOT ELECTRIC,0
588,ELLIOTT EELCTRIC,0
589,ELLIOTT ELECTRIC SUPPLY,0
590,EMMETT MINOR # 581376,0
591,EMPLOYEE ID'S,0
592,EMPLOYEE SERVICES,0
593,EMR,0
594,ENTERGY,0
595,ENTERPRISE,0
596,ENTERPRISE RENTAL,0
597,ENVATO ELEMENTS,0
598,ENVIRONMENTAL TECH SALES,0
599,ENVIRONMENTAL TECHNICAL SALES,0
600,ERAH HARPER,0
601,EREPLACEMENTPARTS.COM,0
602,EREPLACMENT PARTS,0
603,ERIKA WILLIAMS,0
604,ERPLACEMENT PARTS.,0
605,ERVIN FARMS,0
606,ESCAMBIA COUNTY,0
607,ESCAMBIA COUNTY BOARD OF COUNTY COMMISSIONERS,0
608,ESCAMBIA COUNTY COUNTY BOARD OF COUNTY COMM,0
609,ESRI,0
610,ESSENTIAL EDUCATION,0
611,ETEC ENVIRONMENTAL TECHNICAL SALES,0
612,ETHEREDGE INDUSTRIAL SERVICES,0
613,EVAN-MOOR,0
614,EVER GREEN INN,0
615,EVERS ELECTRIC,0
616,EVOQUA,0
617,EXPRESS GLASS,0
618,EXPRESS LENS,0
619,FAA,0
620,FACILITY AUTOMATION,0
621,FACILITY PLANNING & CONTROL,0
622,FACTORY DIRECT,0
623,FAIR CITY SEAFOOD AND PRODUCE,0
624,FAIRFIELD,0
625,FAITH DUFOUR,0
626,FAMILY DOLLAR,0
627,FASTBACK TOWING,0
628,FAYE TALBOT,0
629,FBI-LEEDA,0
630,FEDERAL SUPPLY,0
631,FEDERAL SURPLUS,0
632,FEDEX,0
633,FEDEX FREIGHT,0
634,FELCIANA WELDERS,0
635,FENCE SCREEN LLC,0
636,FFF ENTERPRISES,0
637,FIBER OPTIC,0
638,FILE NET,0
639,FINISHLINE TIRES & SERVICE,0
640,FIRE & SAFETY COMMODITIES,0
641,FIRE AND SAFETY,0
642,FIRE AND SAFETY COMMODITIES,0
643,FIRE SAFETY COMMODITIES,0
644,FIRST TACTICAL,0
645,FLAGHOUSE,0
646,FLORIDAWATER.COM,0
647,FLOWERS,0
648,FLOYD BROOKS,0
649,FLUID PROCESS,0
650,FLUID PROCESS & PUMPS,0
651,FOAMONLINE.COM,0
652,FONTAINE LUMBER,0
653,FONTAINES,0
654,FONTENONT ANIMAL HOSPITAL,0
655,FONTENOT ANIMAL HOSPITAL,0
656,"FORERUNNER TECHNOLOGIES, INC",0
657,FORTA,0
658,FORTIFY METAL DEPOT,0
659,FORTISVEX,0
660,FOUNDATION FOR WELLNESS,0
661,FOXLABS.COM,0
662,FRANCIS ABBOTT,0
663,FRANKLINTON VET CLINIC,0
664,FREEDOM PROSTHETICS,0
665,FROST SPRAY TECH,0
666,FUELTRAC,0
667,FULL COMPASS SYSTEMS,0
668,FULLCOMPASS,0
669,FUN TIME FOOD,0
670,FUN TIME POOLS,0
671,FUTURE FIBRE TECHNOLOGIES,0
672,FV RECYCLING,0
673,FWE PARTS,0
674,GAIL GUERIN,0
675,GAINEYS CONCRETE,0
676,GALETON,0
677,GALLO MECHANICAL,0
678,GALLS,0
679,GALL'S,0
680,GALLS LLC,0
681,GALLS.COM,0
682,GARBER FARMS,0
683,GARMIN.COM,0
684,GAS & SUPPLY,0
685,GAS AND SUPPLY,0
686,GAUTREAUX OUTDOOR,0
687,GAYLE BATTERY,0
688,GCI,0
689,GEAUX GREASE,0
690,GEN INFO,0
691,GEN PRO,0
692,GENERAL PAPER,0
693,GENERAL SAND & GRAVEL,0
694,GENERATOR POWER SYSTEMS,0
695,GENPRO,0
696,GENPRO GENERATORS,0
697,GENPRO LLC,0
698,"GENPRO, LLC",0
699,GENTEX,0
700,GENUINE PARTS NAPA,0
701,GEO SEED,0
702,GEO SEEDS,0
703,GEORGIA CORRECTIONAL CENTER,0
704,GEORGIA CORRECTIONAL INDUSTRIES,0
705,GEORGIA CORRECTIONAL OPTICS,0
706,GERBER COLLISION,0
707,GERBER COLLISION & GLASS,0
708,GERRI GARON,0
709,GERRY LANE,0
710,GERTRUDE ESTELL,0
711,"GES, LLC",0
712,GIACONA CONTAINER,0
713,GIBKO SCREENPRINTING,0
714,GLENN COULLARD,0
715,GLENN M. COULLARD,0
716,GLENN MECHANICAL,0
717,GLENN MECHANICAL INC,0
718,GLOCK TRAINING,0
719,GLYNN STASSI,0
720,GM CABLE,0
721,GN GONZALES,0
722,GNO WORKFORCE SUMMIT,0
723,GOAL TEX,0
724,GOALTEX,0
725,GOALTEX CORP,0
726,GOALTEX CORPORATION,0
727,GODADDY.COM,0
728,GOLDEN NUGGET,0
729,GOLDEN NUGGET LAKE CHARLES,0
730,GOLDMAN EQUIPMENT,0
731,GONZALES ELECTRIC GATES,0
732,GONZALES HARDWARE,0
733,GOODMAN METAL PRODUCTS LLC,0
734,GOODS ISSUE,0
735,GOODS ISSUES,0
736,GOODWILL STORE,0
737,GOODYEAR,0
738,GOPHER,0
739,GOVSMART INC,0
740,GRAINGER,0
741,GRAINGER INDUSTRIAL SUPPLY,0
742,GRAINTER,0
743,GRAMBLING UNIVERSITY FOUNDATION,0
744,GRAND HYATT NASHVILLE,0
745,GRANGER,0
746,GRAVELY LAWN MOWERS,0
747,GRAVELY PARTS DIRECT,0
748,GRAY MEDIA,0
749,GRAYBAR,0
750,GRAYHOUND,0
751,GREEN DREAM INTERNATIONAL,0
752,GREEN POWER,0
753,GREEN POWERS,0
754,GREEN WORLD COPIER & SUPPLIES,0
755,GREENSERV,0
756,GREENSERV HOLDINGS LLC,0
757,GREG POLOZOLA,0
758,GREGORY JACKSON,0
759,GREMILLION'S CORRUGATED,0
760,GRESCO,0
761,GREYHOUND,0
762,GRINER DRILLING,0
763,GRIZZLY,0
764,GRIZZLY IND.,0
765,GUARANTY GLASS,0
766,GUIDRY'S UNIFORM,0
767,GUITAR CENTER,0
768,GULF COAST,0
769,GULF STATES,0
770,GULF STATES DIST,0
771,GULF STATES ENGINEER,0
772,GUY'S CHIMNEY SERVICE,0
773,GWS SECURITY,0
774,H&H OIL,0
775,HAJOCA CORP,0
776,HALEY JONES,0
777,HALLMARK K9,0
778,HAMPTON INN,0
779,HAMPTON INN AND SUITES,0
780,HANDCUFF WAREHOUSE,0
781,HARMONY BUSINESS SUPPLY,0
782,HAVEN GEAR,0
783,HAVENER,0
784,HAWKINS,0
785,HAWKINS (INDUSTRIAL RESEARCH),0
786,HAYABUSA,0
787,HD SUPPLY,0
788,HEALTH CARE LOGISTICS,0
789,HEALTHCARE LOGISTICS,0
790,HEATH ALLEN,0
791,HEBERT JCDR,0
792,HEBERT'S TOWN & COUNTRY,0
793,HENDERSON IMPLE. & MARINE,0
794,HENDERSON IMPLEMENTS & MARINE,0
795,HENRY SCHEIN,0
796,HENRY SCHIEN,0
797,HENRY SHEIN,0
798,HERC RENTALS,0
799,HERITAGE CRYSTAL KLEEN,0
800,"HERITAGE RENTAL PROPERTIES,LLC",0
801,"HERMAN SOONG, DR.",0
802,HIGGINS HOTEL NEW ORLEANS,0
803,HIGH FIVE EQUIPMENT REPAIRS,0
804,HIGHSPEED GEAR,0
805,HIGHWAY 21 FIRESTONE,0
806,HILAND DAIRY,0
807,HILAND DAIRY FOODS,0
808,HILTON,0
809,HILTON BATON ROUGE,0
810,HILTON BATON ROUGE CAPITAL HOTEL,0
811,HILTON COLUMBUS DOWNTOWN,0
812,HILTON MARIOTT BOSSIER CITY,0
813,HIMMELLS DOOR,0
814,HIMMELLS DOORS,0
815,HIMMEL'S ARCHITECTURAL DOOR & HARDWARE,0
816,HIMMEL'S ARCHITECTURAL DOOR AND HARDWARE,0
817,HITS K9,0
818,HOBART,0
819,HOBART SERVICES,0
820,HOLCIM,0
821,HOLCOMB'S BODY SHOP,0
822,HOLDEN'S WRECKER,0
823,HOLIDAY ICE INC.,0
824,HOLIDAY INN,0
825,HOLIDAY INN EXPRESS HOTEL MILTON,0
826,HOLIDAY INN EXPRESS MILTON EAST I-10,0
827,HOLMONT SALES,0
